CALL_ID,AGENT_NAME,CUSTOMER_NAME,CALL_DATE,TRANSCRIPT
CALL-1122,Elizabeth Woods,Stephanie Bowman,2025-03-06,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1123,Susan Wagner,Jeremy Green,2024-05-08,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1124,Stephanie Collins,George Allen,2025-01-11,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1125,Susan Wagner,Douglas Allen,2025-04-09,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1126,Jorge Sullivan,Matthew Bell,2024-05-01,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1127,Elizabeth Woods,Lori Bennett,2025-02-12,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1128,Stephanie Collins,Angela Salazar,2024-07-10,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1129,Elizabeth Woods,Danielle Castro,2024-08-26,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1130,Peter Montgomery,Sean Green,2024-11-13,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1131,Norma Fisher,Kenneth Kent,2024-12-08,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1132,Susan Levy,Stephanie Lawrence,2024-08-07,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1133,Stephanie Sutton,Stephanie Hayes,2024-09-07,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1134,Norma Fisher,Peter Mcdowell,2024-05-26,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1135,Stephanie Collins,Jennifer Miller,2024-11-08,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1136,Peter Montgomery,Danielle Castro,2025-03-30,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1137,Norma Fisher,Michelle Kelley,2024-08-10,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1138,Jorge Sullivan,Jennifer Miller,2025-03-17,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1139,Peter Montgomery,Jonathan Williams,2024-08-26,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1140,Susan Wagner,Jesse Sparks,2025-02-25,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1141,Peter Montgomery,William Gonzalez,2024-10-06,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1142,Elizabeth Woods,Lauren Hayes,2024-09-27,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1143,Susan Levy,Eric Owens PhD,2025-03-11,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1144,Stephanie Sutton,Debbie Waters MD,2024-09-27,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1145,Brian Hamilton,Amy Lowe,2024-05-25,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1146,Elizabeth Woods,Debbie Waters MD,2024-07-03,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1147,Norma Fisher,Danielle Castro,2025-01-04,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1148,Jorge Sullivan,Michael Simmons,2025-04-29,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1149,Norma Fisher,Mary Alvarez,2024-06-19,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1150,Peter Montgomery,John Richards,2024-08-01,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1151,Susan Wagner,Collin Lopez,2024-08-20,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1152,Elizabeth Woods,Jessica Thompson,2025-02-08,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1153,Elizabeth Woods,Jennifer Miller,2025-03-19,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1154,Stephanie Sutton,Emily Howard,2024-09-07,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1155,Susan Wagner,Faith Cabrera,2024-05-22,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1156,Norma Fisher,Travis Schultz,2025-05-01,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1157,Theodore Mcgrath,Bobby Flores,2024-05-14,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1158,Peter Montgomery,Richard Higgins,2024-11-03,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1159,Stephanie Collins,Nicole Henson,2024-10-10,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1160,Stephanie Collins,Meredith Rios,2024-06-24,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1161,Stephanie Sutton,Kenneth Kent,2024-11-08,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1162,Norma Fisher,Lauren Hayes,2025-04-11,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1163,Norma Fisher,Kimberly Myers,2025-04-01,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1164,Stephanie Collins,Albert Williams,2024-12-20,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1165,Susan Levy,Collin Lopez,2025-02-03,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1166,Brian Hamilton,Nicole Henson,2024-06-01,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1167,Norma Fisher,Autumn Robinson,2025-01-17,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
